единица,општина,место,регистрирани,гласале,валидни,ВМРО-ДПМНЕ и др.,СДСМ и др.,Алијанса за Албанците,БЕСА,ВМРО за Македонија,ДПА,ДУИ,КПП - Трет блок,ЛЕВИЦА,ЛП,ПДП
ИЕ 3,Кочани,0860,619,336,320,239,68,,,7,1,0,3,1,1,
ИЕ 3,Кочани,0860/1,482,286,277,170,99,,,5,0,1,0,1,1,
ИЕ 3,Кочани,0861,537,359,347,204,112,,,14,0,0,3,11,3,
ИЕ 3,Кочани,0861/1,444,295,279,162,102,,,11,0,0,1,3,0,
ИЕ 3,Кочани,0862,570,446,433,203,211,,,14,0,1,1,3,0,
ИЕ 3,Кочани,0863,542,440,423,180,220,,,17,0,0,1,5,0,
ИЕ 3,Кочани,0864,442,340,333,126,191,,,14,0,0,1,1,0,
ИЕ 3,Кочани,0865,375,300,288,150,118,,,12,1,0,2,1,4,
ИЕ 3,Кочани,0866,458,347,333,183,138,,,8,2,1,0,1,0,
ИЕ 3,Кочани,0867,362,263,249,165,68,,,13,3,0,0,0,0,
ИЕ 3,Кочани,0868,20,2,2,0,2,,,0,0,0,0,0,0,
ИЕ 3,Кочани,0869,18,12,11,9,2,,,0,0,0,0,0,0,
ИЕ 3,Кочани,0870,273,196,192,88,85,,,17,1,0,0,1,0,
ИЕ 3,Кочани,0871,48,34,33,25,6,,,2,0,0,0,0,0,
ИЕ 3,Кочани,0872,77,40,36,27,8,,,1,0,0,0,0,0,
ИЕ 3,Кочани,0873,16,6,6,6,0,,,0,0,0,0,0,0,
ИЕ 3,Кочани,0874,962,780,742,445,267,,,21,0,1,3,4,1,
ИЕ 3,Кочани,0892,320,213,205,104,83,,,14,2,0,1,1,0,
ИЕ 3,Кочани,0893,9,2,2,2,0,,,0,0,0,0,0,0,
ИЕ 3,Кочани,0894,8,3,3,2,0,,,0,1,0,0,0,0,
ИЕ 3,Кочани,0895,12,5,5,1,4,,,0,0,0,0,0,0,
ИЕ 3,Кочани,0896,53,26,26,16,9,,,0,0,0,1,0,0,
ИЕ 3,Кочани,0897,36,20,20,17,3,,,0,0,0,0,0,0,
ИЕ 3,Кочани,0898,845,559,533,335,159,,,28,3,0,3,1,4,
ИЕ 3,Кочани,0899,743,488,469,328,121,,,13,0,0,0,4,3,
ИЕ 3,Кочани,0900,693,436,405,255,126,,,14,4,0,1,4,1,
ИЕ 3,Кочани,0901,838,554,522,360,128,,,24,1,0,4,2,3,
ИЕ 3,Кочани,0902,61,27,27,23,2,,,2,0,0,0,0,0,
ИЕ 3,Кочани,ЗРД-47-3,43,35,35,8,27,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0903,8,3,3,3,0,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0904,33,18,18,16,2,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0905,41,34,34,13,17,,,3,0,0,1,0,0,
ИЕ 3,Кратово,0906,19,14,14,8,4,,,1,1,0,0,0,0,
ИЕ 3,Кратово,0907,18,8,7,7,0,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0908,8,6,6,5,1,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0909,6,5,4,4,0,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0910,87,72,66,52,9,,,2,1,0,0,2,0,
ИЕ 3,Кратово,0911,238,196,184,118,59,,,3,0,0,2,2,0,
ИЕ 3,Кратово,0912,207,140,131,97,30,,,3,0,1,0,0,0,
ИЕ 3,Кратово,0913,123,91,86,51,22,,,8,1,0,1,2,1,
ИЕ 3,Кратово,0914,238,181,174,117,51,,,3,1,2,0,0,0,
ИЕ 3,Кратово,0915,108,50,49,32,16,,,1,0,0,0,0,0,
ИЕ 3,Кратово,0916,52,39,36,27,9,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0917,26,13,11,7,3,,,1,0,0,0,0,0,
ИЕ 3,Кратово,0918,108,76,70,45,24,,,1,0,0,0,0,0,
ИЕ 3,Кратово,0919,64,31,28,25,3,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0920,102,55,54,32,21,,,1,0,0,0,0,0,
ИЕ 3,Кратово,0921,74,53,50,36,14,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0922,100,57,55,32,22,,,0,0,1,0,0,0,
ИЕ 3,Кратово,0923,23,14,14,11,3,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0924,41,26,25,18,7,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0925,121,86,83,54,26,,,1,0,0,0,0,2,
ИЕ 3,Кратово,0926,85,50,48,28,18,,,1,0,0,1,0,0,
ИЕ 3,Кратово,0927,163,119,111,58,53,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0928,102,62,60,41,18,,,0,1,0,0,0,0,
ИЕ 3,Кратово,0929,14,3,3,3,0,,,0,0,0,0,0,0,
ИЕ 3,Кратово,0930,238,174,172,103,65,,,0,2,2,0,0,0,
ИЕ 3,Кратово,0931,500,397,379,196,164,,,12,0,0,4,3,0,
ИЕ 3,Кратово,0931/1,559,447,427,242,163,,,10,3,1,1,5,2,
ИЕ 3,Кратово,0932,557,452,412,233,152,,,11,4,0,6,6,0,
ИЕ 3,Кратово,0932/1,486,372,352,209,128,,,5,1,1,0,7,1,
ИЕ 3,Кратово,0933,850,608,578,319,213,,,21,1,1,5,16,2,
ИЕ 3,Кратово,0934,767,599,565,347,170,,,16,1,0,8,20,3,
ИЕ 3,Кратово,0935,678,531,510,293,178,,,23,1,1,4,10,0,
ИЕ 3,Кратово,0936,798,633,600,353,218,,,10,3,3,3,9,1,
ИЕ 3,Кратово,0937,638,478,457,313,124,,,12,2,1,3,2,0,
ИЕ 3,Кратово,ЗРД-48-3,2,0,0,0,0,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0938,789,620,596,293,280,,,13,3,1,3,0,3,
ИЕ 3,Крива Паланка,0939,752,621,589,283,281,,,11,2,0,3,4,5,
ИЕ 3,Крива Паланка,0940,466,397,382,158,213,,,7,0,1,0,2,1,
ИЕ 3,Крива Паланка,0941,47,38,38,18,19,,,1,0,0,0,0,0,
ИЕ 3,Крива Паланка,0942,948,808,791,381,376,,,18,0,0,5,9,2,
ИЕ 3,Крива Паланка,0943,775,618,605,247,333,,,14,2,1,1,7,0,
ИЕ 3,Крива Паланка,0944,833,676,662,280,357,,,20,0,0,0,5,0,
ИЕ 3,Крива Паланка,0945,577,379,364,188,169,,,6,0,0,1,0,0,
ИЕ 3,Крива Паланка,0945/1,442,288,271,141,123,,,6,0,0,0,1,0,
ИЕ 3,Крива Паланка,0946,663,535,515,262,217,,,26,3,0,5,1,1,
ИЕ 3,Крива Паланка,0946/1,516,421,391,162,206,,,9,1,0,8,5,0,
ИЕ 3,Крива Паланка,0947,618,480,467,249,202,,,11,1,0,4,0,0,
ИЕ 3,Крива Паланка,0947/1,661,517,504,284,198,,,16,2,0,1,2,1,
ИЕ 3,Крива Паланка,0948,829,650,628,327,272,,,20,2,0,1,4,2,
ИЕ 3,Крива Паланка,0949,770,637,609,272,313,,,11,1,0,6,5,1,
ИЕ 3,Крива Паланка,0950,624,501,476,234,223,,,8,0,0,7,2,2,
ИЕ 3,Крива Паланка,0951,889,728,710,371,313,,,13,0,0,9,4,0,
ИЕ 3,Крива Паланка,0952,835,656,639,342,270,,,19,1,0,6,0,1,
ИЕ 3,Крива Паланка,0953,754,615,603,294,282,,,23,1,0,1,1,1,
ИЕ 3,Крива Паланка,0954,605,468,450,233,193,,,21,0,1,1,0,1,
ИЕ 3,Крива Паланка,0955,116,96,95,57,38,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0956,289,234,226,137,79,,,5,0,0,3,1,1,
ИЕ 3,Крива Паланка,0957,37,25,24,21,3,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0958,186,143,133,93,33,,,3,2,1,0,0,1,
ИЕ 3,Крива Паланка,0959,30,25,24,14,8,,,1,0,0,0,1,0,
ИЕ 3,Крива Паланка,0960,87,75,72,56,13,,,3,0,0,0,0,0,
ИЕ 3,Крива Паланка,0961,213,155,152,106,36,,,2,1,0,6,0,1,
ИЕ 3,Крива Паланка,0962,236,179,171,114,48,,,7,0,0,1,1,0,
ИЕ 3,Крива Паланка,0963,197,150,142,59,75,,,8,0,0,0,0,0,
ИЕ 3,Крива Паланка,0964,65,47,46,23,22,,,1,0,0,0,0,0,
ИЕ 3,Крива Паланка,0965,475,357,339,232,100,,,5,1,0,0,0,1,
ИЕ 3,Крива Паланка,0966,237,189,179,77,98,,,3,0,0,1,0,0,
ИЕ 3,Крива Паланка,0967,66,50,48,31,14,,,1,0,0,2,0,0,
ИЕ 3,Крива Паланка,0968,150,92,92,32,60,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0969,103,72,71,30,41,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0970,25,18,18,11,7,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0971,65,30,29,19,7,,,2,0,0,1,0,0,
ИЕ 3,Крива Паланка,0972,31,21,20,12,8,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0973,254,193,185,99,75,,,6,1,2,0,0,2,
ИЕ 3,Крива Паланка,0974,104,80,77,46,26,,,1,0,1,0,1,2,
ИЕ 3,Крива Паланка,0975,63,42,41,25,14,,,0,0,0,2,0,0,
ИЕ 3,Крива Паланка,0976,118,94,91,44,42,,,1,0,0,1,3,0,
ИЕ 3,Крива Паланка,0977,70,51,51,16,33,,,2,0,0,0,0,0,
ИЕ 3,Крива Паланка,0978,62,31,30,13,17,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0979,47,34,34,22,12,,,0,0,0,0,0,0,
ИЕ 3,Крива Паланка,0980,78,49,47,23,23,,,0,1,0,0,0,0,
ИЕ 3,Крива Паланка,0981,250,190,184,79,101,,,2,0,0,2,0,0,
ИЕ 3,Крива Паланка,ЗРД-49-3,22,19,17,9,8,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1131,52,43,42,26,15,,,1,0,0,0,0,0,
ИЕ 3,Куманово,1132,118,73,71,44,26,,,1,0,0,0,0,0,
ИЕ 3,Куманово,1133,20,14,13,11,2,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1134,19,7,7,7,0,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1135,61,42,40,32,7,,,1,0,0,0,0,0,
ИЕ 3,Куманово,1136,78,60,59,23,33,,,2,1,0,0,0,0,
ИЕ 3,Куманово,1137,31,18,18,16,2,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1138,28,12,12,6,6,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1139,267,187,180,94,68,,,11,0,0,5,0,2,
ИЕ 3,Куманово,1140,30,13,13,10,2,,,0,0,0,1,0,0,
ИЕ 3,Куманово,1141,87,61,59,41,16,,,2,0,0,0,0,0,
ИЕ 3,Куманово,1144,44,19,18,11,7,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1145,48,29,27,23,4,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1146,25,8,8,4,4,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1147,66,32,32,14,18,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1148,16,7,7,7,0,,,0,0,0,0,0,0,
ИЕ 3,Куманово,1149,403,280,271,149,113,,,4,2,0,2,0,1,
ИЕ 3,Куманово,1150,28,16,15,10,5,,,0,0,0,0,0,0,
ИЕ 3,Куманово,ЗРД-52-3,0,0,0,0,0,,,0,0,0,0,0,0,
