единица,општина,место,регистрирани,гласале,валидни,ВМРО-ДПМНЕ и др.,СДСМ и др.,Алијанса за Албанците,БЕСА,ВМРО за Македонија,ДПА,ДУИ,КПП - Трет блок,ЛЕВИЦА,ЛП,ПДП
ИЕ 5,Кичево,0802,25,18,18,12,4,0,0,1,0,1,0,0,0,
ИЕ 5,Кичево,0803,112,90,87,55,32,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0804,382,258,247,169,67,0,0,10,0,0,0,1,0,
ИЕ 5,Кичево,0805,7,4,4,3,1,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0806,40,25,24,13,11,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0807,11,6,6,5,1,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0808,22,15,15,12,2,0,0,0,1,0,0,0,0,
ИЕ 5,Кичево,0809,39,28,28,24,4,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0810,21,16,16,13,3,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0811,10,2,2,2,0,0,0,0,0,0,0,0,0,
ИЕ 5,Кичево,0812,154,136,133,81,48,0,0,3,0,0,0,1,0,
ИЕ 5,Кичево,0813,367,149,149,29,39,0,2,10,1,68,0,0,0,
ИЕ 5,Кичево,ЗРД-45-5,32,25,24,4,8,0,2,0,2,8,0,0,0,
ИЕ 5,Кривогаштани,1212,91,83,83,40,31,0,0,12,0,0,0,0,0,
ИЕ 5,Кривогаштани,ЗРД-50-5,0,0,0,0,0,0,0,0,0,0,0,0,0,
ИЕ 5,Крушево,1187,575,479,469,271,182,0,0,13,1,0,0,2,0,
ИЕ 5,Крушево,1187/1,487,408,397,181,205,0,0,9,0,0,2,0,0,
ИЕ 5,Крушево,1188,760,660,640,361,270,0,0,7,0,0,0,2,0,
ИЕ 5,Крушево,1189,512,422,414,225,175,0,0,12,0,0,1,1,0,
ИЕ 5,Крушево,1190,364,329,324,153,162,0,0,9,0,0,0,0,0,
ИЕ 5,Крушево,1191,652,578,567,184,373,0,0,8,0,0,0,0,2,
ИЕ 5,Крушево,1192,899,758,728,298,397,1,0,25,3,2,2,0,0,
ИЕ 5,Крушево,1193,27,18,18,14,2,0,0,2,0,0,0,0,0,
ИЕ 5,Крушево,1194,506,397,393,270,90,0,0,30,0,0,2,1,0,
ИЕ 5,Крушево,1195,360,258,256,60,98,0,5,2,21,69,0,1,0,
ИЕ 5,Крушево,1196,208,173,160,82,44,0,0,32,2,0,0,0,0,
ИЕ 5,Крушево,1197,389,245,243,11,89,0,12,2,35,94,0,0,0,
ИЕ 5,Крушево,1198,536,413,401,61,154,3,16,0,66,101,0,0,0,
ИЕ 5,Крушево,1199,312,241,235,169,46,0,0,19,0,0,1,0,0,
ИЕ 5,Крушево,1200,41,29,27,16,11,0,0,0,0,0,0,0,0,
ИЕ 5,Крушево,1201,333,226,225,12,143,0,1,0,11,58,0,0,0,
ИЕ 5,Крушево,1202,233,110,109,8,58,0,3,0,8,32,0,0,0,
ИЕ 5,Крушево,1203,461,223,221,16,86,0,0,0,1,118,0,0,0,
ИЕ 5,Крушево,1204,74,61,61,34,26,0,0,0,1,0,0,0,0,
ИЕ 5,Крушево,1205,17,15,14,12,2,0,0,0,0,0,0,0,0,
ИЕ 5,Крушево,1206,24,11,11,8,2,0,0,1,0,0,0,0,0,
ИЕ 5,Крушево,1207,8,1,1,0,1,0,0,0,0,0,0,0,0,
ИЕ 5,Крушево,1208,73,44,44,9,8,0,4,0,2,21,0,0,0,
ИЕ 5,Крушево,ЗРД-51-5,6,6,4,3,1,0,0,0,0,0,0,0,0,
ИЕ 5,Охрид,1249,621,458,447,224,180,0,0,29,0,3,5,4,2,
ИЕ 5,Охрид,1250,630,501,486,238,199,2,0,34,1,3,0,8,1,
ИЕ 5,Охрид,1251,811,625,603,317,234,0,0,40,0,0,3,8,1,
ИЕ 5,Охрид,1252,852,625,605,271,286,0,0,27,0,4,9,6,2,
ИЕ 5,Охрид,1253,732,529,502,211,263,0,1,10,2,6,5,2,2,
ИЕ 5,Охрид,1253/1,624,416,402,164,202,0,0,18,0,2,8,8,0,
ИЕ 5,Охрид,1254,621,399,385,141,165,3,10,10,12,41,0,1,2,
ИЕ 5,Охрид,1254/1,635,404,383,160,192,0,4,12,3,4,4,4,0,
ИЕ 5,Охрид,1255,524,354,338,149,147,1,4,9,5,17,2,4,0,
ИЕ 5,Охрид,1255/1,493,320,310,150,126,2,0,10,1,16,2,3,0,
ИЕ 5,Охрид,1256,491,306,292,120,133,1,2,14,3,14,2,3,0,
ИЕ 5,Охрид,1257,950,628,606,236,294,3,7,11,8,30,4,12,1,
ИЕ 5,Охрид,1258,483,337,328,156,135,3,3,19,1,4,1,6,0,
ИЕ 5,Охрид,1258/1,574,372,360,151,168,0,5,14,1,9,2,10,0,
ИЕ 5,Охрид,1259,520,321,309,133,122,13,2,5,4,28,1,1,0,
ИЕ 5,Охрид,1259/1,553,378,365,139,172,3,11,16,3,19,1,1,0,
ИЕ 5,Охрид,1260,665,492,480,197,252,1,3,8,3,4,3,9,0,
ИЕ 5,Охрид,1261,763,491,478,179,205,2,14,11,6,53,6,1,1,
ИЕ 5,Охрид,1262,636,477,457,180,243,0,1,14,1,12,1,4,1,
ИЕ 5,Охрид,1263,527,346,327,133,148,2,2,16,9,11,1,5,0,
ИЕ 5,Охрид,1263/1,583,428,407,160,191,0,8,16,2,27,1,1,1,
ИЕ 5,Охрид,1264,525,323,319,112,149,3,9,3,0,35,0,7,1,
ИЕ 5,Охрид,1264/1,598,386,375,168,149,4,2,15,4,29,2,2,0,
ИЕ 5,Охрид,1265,910,523,510,165,174,25,42,0,29,71,2,2,0,
ИЕ 5,Охрид,1266,498,317,290,122,99,1,9,3,14,30,7,5,0,
ИЕ 5,Охрид,1267,919,602,580,305,186,15,10,20,5,35,0,4,0,
ИЕ 5,Охрид,1268,517,354,345,220,99,0,0,12,2,3,3,2,4,
ИЕ 5,Охрид,1268/1,597,417,406,207,167,0,0,23,0,4,2,3,0,
ИЕ 5,Охрид,1269,905,664,641,260,315,0,2,38,2,4,4,14,2,
ИЕ 5,Охрид,1270,836,634,599,263,291,0,0,30,0,2,5,5,3,
ИЕ 5,Охрид,1271,1129,864,825,374,394,0,3,21,2,14,8,6,3,
ИЕ 5,Охрид,1272,754,590,572,227,307,0,0,21,0,2,2,12,1,
ИЕ 5,Охрид,1273,847,598,576,236,294,0,3,24,5,0,6,8,0,
ИЕ 5,Охрид,1274,488,349,338,168,148,0,2,7,0,6,2,4,1,
ИЕ 5,Охрид,1275,777,526,503,224,236,0,0,17,0,5,3,17,1,
ИЕ 5,Охрид,1276,854,606,587,228,285,1,3,33,1,20,3,11,2,
ИЕ 5,Охрид,1277,759,554,530,222,252,1,0,31,5,11,5,3,0,
ИЕ 5,Охрид,1278,544,435,427,181,220,0,1,20,1,2,0,2,0,
ИЕ 5,Охрид,1278/1,548,410,402,193,187,0,0,12,0,2,3,5,0,
ИЕ 5,Охрид,1279,942,687,664,268,328,0,0,22,2,31,4,6,3,
ИЕ 5,Охрид,1280,900,665,640,320,270,0,1,26,0,0,7,10,6,
ИЕ 5,Охрид,1281,590,466,448,226,192,0,0,21,1,0,1,7,0,
ИЕ 5,Охрид,1281/1,529,405,384,201,148,0,30,1,1,1,1,0,1,
ИЕ 5,Охрид,1282,600,456,442,246,167,0,0,20,1,0,5,1,2,
ИЕ 5,Охрид,1282/1,444,338,327,195,118,0,0,8,0,0,3,3,0,
ИЕ 5,Охрид,1283,601,443,427,192,208,0,1,13,3,0,5,4,1,
ИЕ 5,Охрид,1283/1,546,415,404,220,159,2,1,15,1,2,2,2,0,
ИЕ 5,Охрид,1284,865,609,593,330,231,0,0,19,0,0,5,5,3,
ИЕ 5,Охрид,1285,350,265,252,110,136,0,0,4,1,0,0,1,0,
ИЕ 5,Охрид,1286,853,578,558,302,223,0,0,20,1,2,3,2,5,
ИЕ 5,Охрид,1287,914,618,597,306,242,0,0,36,2,3,1,2,5,
ИЕ 5,Охрид,1288,985,727,700,397,268,0,1,21,0,6,3,3,1,
ИЕ 5,Охрид,1289,724,555,535,256,241,0,0,21,1,7,2,5,2,
ИЕ 5,Охрид,1290,690,569,549,225,291,0,0,28,0,0,1,4,0,
ИЕ 5,Охрид,1291,161,127,124,63,58,0,0,0,0,0,0,3,0,
ИЕ 5,Охрид,1292,282,231,226,100,119,0,0,6,1,0,0,0,0,
ИЕ 5,Охрид,1293,561,429,413,248,116,0,0,47,0,0,0,1,1,
ИЕ 5,Охрид,1294,635,466,455,245,177,0,0,20,3,0,9,1,0,
ИЕ 5,Охрид,1295,852,615,602,374,209,1,0,14,1,0,0,2,1,
ИЕ 5,Охрид,1296,157,99,95,82,12,0,0,1,0,0,0,0,0,
ИЕ 5,Охрид,1297,100,67,67,33,28,0,0,6,0,0,0,0,0,
ИЕ 5,Охрид,1298,528,417,399,281,83,0,0,31,0,0,3,1,0,
ИЕ 5,Охрид,1298/1,517,417,387,253,73,0,0,51,0,0,9,0,1,
ИЕ 5,Охрид,1299,816,605,582,343,226,0,0,9,2,1,1,0,0,
ИЕ 5,Охрид,1300,542,379,373,201,157,0,0,12,0,0,2,1,0,
ИЕ 5,Охрид,1301,486,354,339,224,103,0,0,11,0,0,1,0,0,
ИЕ 5,Охрид,1302,94,71,69,28,40,0,0,0,0,0,0,1,0,
ИЕ 5,Охрид,1303,18,11,11,9,2,0,0,0,0,0,0,0,0,
ИЕ 5,Охрид,1304,448,355,339,160,165,0,0,10,0,0,3,1,0,
ИЕ 5,Охрид,1305,968,778,732,540,118,0,0,58,0,2,6,6,2,
ИЕ 5,Охрид,1306,664,489,479,265,192,0,1,15,1,0,0,3,2,
ИЕ 5,Охрид,1307,983,702,678,428,220,0,0,18,2,4,2,3,1,
ИЕ 5,Охрид,1308,565,347,328,95,151,8,11,5,12,44,1,1,0,
ИЕ 5,Охрид,1308/1,434,241,237,75,97,10,16,4,8,26,0,1,0,
ИЕ 5,Охрид,1309,522,272,258,45,95,18,28,3,12,55,0,1,1,
ИЕ 5,Охрид,1309/1,573,259,251,63,107,8,15,2,14,41,1,0,0,
ИЕ 5,Охрид,1310,685,403,386,127,170,9,10,6,12,42,2,4,4,
ИЕ 5,Охрид,1310/1,590,341,322,104,127,11,10,8,14,44,3,1,0,
ИЕ 5,Охрид,1311,806,477,457,189,210,11,6,13,3,16,5,3,1,
ИЕ 5,Охрид,1312,404,244,236,59,127,1,16,4,9,17,2,1,0,
ИЕ 5,Охрид,1313,277,208,200,99,89,0,0,5,1,1,1,4,0,
ИЕ 5,Охрид,1335,5,1,1,1,0,0,0,0,0,0,0,0,0,
ИЕ 5,Охрид,1336,539,356,347,146,174,1,0,23,2,0,0,0,1,
ИЕ 5,Охрид,1337,88,61,60,38,15,0,0,4,0,0,0,1,2,
ИЕ 5,Охрид,1338,156,114,104,70,26,0,0,5,1,0,0,0,2,
ИЕ 5,Охрид,1339,66,45,43,33,10,0,0,0,0,0,0,0,0,
ИЕ 5,Охрид,1340,13,4,4,3,1,0,0,0,0,0,0,0,0,
ИЕ 5,Охрид,1341,336,207,203,141,30,0,0,30,0,1,0,1,0,
ИЕ 5,Охрид,1342,104,56,55,36,16,0,0,2,0,0,1,0,0,
ИЕ 5,Охрид,ЗРД-62-5,52,44,42,12,18,0,0,2,1,9,0,0,0,
ИЕ 5,Пласница,0275,11,8,8,4,3,0,0,1,0,0,0,0,0,
ИЕ 5,Пласница,0276,531,207,205,39,75,0,0,0,1,89,1,0,0,
ИЕ 5,Пласница,0276/1,508,152,151,28,55,0,2,0,2,64,0,0,0,
ИЕ 5,Пласница,0277,663,235,231,33,44,0,0,0,1,153,0,0,0,
ИЕ 5,Пласница,0277/1,479,199,197,12,38,0,0,0,1,146,0,0,0,
ИЕ 5,Пласница,0278,603,255,251,29,62,1,0,0,0,159,0,0,0,
ИЕ 5,Пласница,0278/1,632,237,233,28,51,0,0,0,5,149,0,0,0,
ИЕ 5,Пласница,0279,655,191,186,50,39,8,0,0,0,88,1,0,0,
ИЕ 5,Пласница,0279/1,659,194,191,40,82,0,2,0,11,56,0,0,0,
ИЕ 5,Пласница,ЗРД-65-5,2,1,1,0,1,0,0,0,0,0,0,0,0,
ИЕ 5,Ресен,1624,212,157,151,58,90,0,0,0,1,1,1,0,0,
ИЕ 5,Ресен,1625,62,41,38,29,9,0,0,0,0,0,0,0,0,
ИЕ 5,Ресен,1626,350,126,124,18,59,8,14,0,8,17,0,0,0,
ИЕ 5,Ресен,1627,204,134,128,62,30,13,1,1,17,4,0,0,0,
ИЕ 5,Ресен,1628,85,65,65,39,25,0,0,0,0,0,0,0,1,
ИЕ 5,Ресен,1629,82,73,73,28,43,0,0,2,0,0,0,0,0,
ИЕ 5,Ресен,1630,141,102,100,42,58,0,0,0,0,0,0,0,0,
ИЕ 5,Ресен,1631,543,464,454,201,235,0,3,6,0,1,3,3,2,
ИЕ 5,Ресен,1631/1,458,365,354,191,145,0,0,11,0,1,5,0,1,
ИЕ 5,Ресен,1632,243,58,57,20,33,0,0,0,0,4,0,0,0,
ИЕ 5,Ресен,1633,32,13,13,8,5,0,0,0,0,0,0,0,0,
ИЕ 5,Ресен,1634,58,47,47,25,18,0,0,1,0,2,1,0,0,
ИЕ 5,Ресен,1635,192,124,124,61,59,0,0,0,0,3,0,0,1,
ИЕ 5,Ресен,1636,73,51,50,19,28,0,0,1,0,0,2,0,0,
ИЕ 5,Ресен,1637,683,485,468,233,212,0,0,13,0,7,0,3,0,
ИЕ 5,Ресен,1638,577,395,376,181,177,0,1,10,0,3,0,3,1,
ИЕ 5,Ресен,1638/1,585,457,450,216,216,0,0,3,0,8,1,5,1,
ИЕ 5,Ресен,1639,854,610,595,313,247,1,0,11,3,6,3,2,9,
ИЕ 5,Ресен,1640,647,525,510,244,237,0,2,8,1,10,1,5,2,
ИЕ 5,Ресен,1640/1,508,365,360,177,168,0,0,8,0,3,0,4,0,
ИЕ 5,Ресен,1641,774,568,537,241,253,0,2,8,0,27,1,5,0,
ИЕ 5,Ресен,1642,548,363,350,198,132,0,0,4,1,7,3,3,2,
ИЕ 5,Ресен,1643,554,359,347,147,156,0,0,3,3,33,4,1,0,
ИЕ 5,Ресен,1644,780,465,444,177,209,3,13,7,4,25,1,2,3,
ИЕ 5,Ресен,1645,498,304,293,93,131,0,5,2,1,55,0,3,3,
ИЕ 5,Ресен,1646,454,291,279,109,140,0,14,2,0,9,2,2,1,
ИЕ 5,Ресен,1647,695,436,414,150,228,0,3,2,0,20,7,4,0,
ИЕ 5,Ресен,1648,185,75,74,44,26,0,0,1,0,0,2,1,0,
ИЕ 5,Ресен,1649,169,70,68,43,22,0,1,0,0,0,2,0,0,
ИЕ 5,Ресен,1650,184,117,116,66,43,0,0,6,1,0,0,0,0,
ИЕ 5,Ресен,1651,338,149,148,19,72,2,14,0,2,37,1,0,1,
ИЕ 5,Ресен,1652,756,298,285,54,51,9,45,9,13,102,0,0,2,
ИЕ 5,Ресен,1653,174,115,114,72,41,0,0,1,0,0,0,0,0,
ИЕ 5,Ресен,1654,146,93,92,40,50,0,0,1,0,0,0,1,0,
ИЕ 5,Ресен,1655,141,102,98,51,46,0,0,0,0,0,1,0,0,
ИЕ 5,Ресен,1656,158,105,103,17,56,5,1,0,1,21,0,0,2,
ИЕ 5,Ресен,1657,60,28,26,13,12,0,0,1,0,0,0,0,0,
ИЕ 5,Ресен,1658,109,89,88,52,36,0,0,0,0,0,0,0,0,
ИЕ 5,Ресен,1659,675,220,211,21,52,1,2,0,3,132,0,0,0,
ИЕ 5,Ресен,1660,316,188,178,120,53,0,0,2,0,0,1,2,0,
ИЕ 5,Ресен,1661,651,338,323,146,147,0,0,8,1,2,3,2,14,
ИЕ 5,Ресен,1662,161,127,124,77,44,0,0,2,0,0,0,0,1,
ИЕ 5,Ресен,1663,371,239,233,149,75,0,0,0,3,0,6,0,0,
ИЕ 5,Ресен,1664,183,121,118,74,39,0,1,4,0,0,0,0,0,
ИЕ 5,Ресен,1665,181,90,90,32,55,2,0,1,0,0,0,0,0,
ИЕ 5,Ресен,1666,105,70,69,45,23,0,0,0,0,0,0,1,0,
ИЕ 5,Ресен,1667,18,11,11,8,3,0,0,0,0,0,0,0,0,
ИЕ 5,Ресен,1668,76,55,53,29,23,0,0,1,0,0,0,0,0,
ИЕ 5,Ресен,1669,71,58,54,25,28,0,0,1,0,0,0,0,0,
ИЕ 5,Ресен,1670,442,270,259,139,100,0,0,8,0,1,3,1,7,
ИЕ 5,Ресен,ЗРД-70-5,6,6,5,2,2,1,0,0,0,0,0,0,0,
ИЕ 5,Струга,1844,774,619,600,246,287,19,2,9,0,11,12,12,2,
ИЕ 5,Струга,1845,921,692,666,229,310,40,5,23,2,7,27,22,1,
ИЕ 5,Струга,1846,633,426,407,153,141,42,14,7,3,27,17,1,2,
ИЕ 5,Струга,1846/1,450,285,273,64,126,23,10,5,7,23,14,0,1,
ИЕ 5,Струга,1847,836,587,562,266,225,7,13,18,6,13,5,7,2,
ИЕ 5,Струга,1848,573,430,425,178,193,15,8,7,2,11,6,5,0,
ИЕ 5,Струга,1848/1,429,312,307,143,146,3,0,6,0,0,7,2,0,
ИЕ 5,Струга,1849,736,558,547,252,231,21,12,7,0,3,3,16,2,
ИЕ 5,Струга,1850,394,200,191,9,64,34,32,1,5,46,0,0,0,
ИЕ 5,Струга,1851,385,288,278,81,141,15,16,3,3,5,7,5,2,
ИЕ 5,Струга,1852,1006,547,529,76,191,106,56,4,5,82,7,1,1,
ИЕ 5,Струга,1853,487,302,291,69,95,43,25,2,12,43,0,2,0,
ИЕ 5,Струга,1853/1,560,330,318,85,93,49,45,5,7,25,8,1,0,
ИЕ 5,Струга,1854,860,594,573,177,233,54,46,12,12,28,6,4,1,
ИЕ 5,Струга,1855,955,717,704,233,278,46,62,12,16,51,3,2,1,
ИЕ 5,Струга,1856,783,523,492,132,152,67,64,3,12,60,2,0,0,
ИЕ 5,Струга,1857,637,351,340,23,85,96,54,0,19,63,0,0,0,
ИЕ 5,Струга,1858,529,355,345,99,146,32,21,7,2,28,6,4,0,
ИЕ 5,Струга,1858/1,475,342,327,132,130,22,13,5,4,10,1,9,1,
ИЕ 5,Струга,1859,526,285,278,51,93,43,41,9,5,35,0,1,0,
ИЕ 5,Струга,1859/1,633,373,352,59,95,87,37,3,5,63,1,1,1,
ИЕ 5,Струга,1860,740,437,430,87,106,91,48,2,13,81,1,1,0,
ИЕ 5,Струга,1861,969,593,569,162,156,104,53,5,19,68,1,1,0,
ИЕ 5,Струга,1862,239,163,161,77,63,8,0,7,0,2,4,0,0,
ИЕ 5,Струга,1863,608,371,356,183,111,21,13,7,7,6,2,4,2,
ИЕ 5,Струга,1863/1,659,446,429,239,160,5,8,11,0,3,1,2,0,
ИЕ 5,Струга,1864,953,627,608,328,231,17,10,10,4,2,1,5,0,
ИЕ 5,Струга,1865,683,539,522,324,177,0,0,8,1,1,8,2,1,
ИЕ 5,Струга,1866,781,606,591,403,160,0,0,16,1,0,10,0,1,
ИЕ 5,Струга,1867,619,473,455,257,178,0,0,20,0,0,0,0,0,
ИЕ 5,Струга,1868,482,214,209,40,25,100,12,1,6,25,0,0,0,
ИЕ 5,Струга,1869,786,630,601,377,212,0,0,8,0,0,0,4,0,
ИЕ 5,Струга,1870,514,369,351,209,131,0,0,3,0,0,6,2,0,
ИЕ 5,Струга,1871,958,414,405,14,20,185,83,0,17,86,0,0,0,
ИЕ 5,Струга,1872,547,195,192,0,3,93,32,0,18,46,0,0,0,
ИЕ 5,Струга,1872/1,578,222,221,0,21,85,38,0,23,53,0,0,1,
ИЕ 5,Струга,1873,554,177,170,0,7,84,19,0,3,56,0,0,1,
ИЕ 5,Струга,1873/1,637,326,323,49,27,118,32,1,20,75,1,0,0,
ИЕ 5,Струга,1874,110,90,87,68,14,0,0,3,0,0,2,0,0,
ИЕ 5,Струга,1875,543,214,212,0,5,93,52,1,17,43,0,0,1,
ИЕ 5,Струга,1875/1,553,223,217,0,2,85,63,0,16,51,0,0,0,
ИЕ 5,Струга,1876,489,208,205,0,3,86,36,0,32,48,0,0,0,
ИЕ 5,Струга,1876/1,715,286,284,0,5,120,55,0,40,64,0,0,0,
ИЕ 5,Струга,1877,818,365,360,0,8,156,97,0,29,70,0,0,0,
ИЕ 5,Струга,1878,706,558,552,335,193,3,0,17,0,0,0,4,0,
ИЕ 5,Струга,1879,839,427,418,0,34,178,85,0,30,88,2,1,0,
ИЕ 5,Струга,1880,761,377,364,0,16,110,85,0,38,114,1,0,0,
ИЕ 5,Струга,1881,824,359,352,0,4,126,95,0,23,103,0,1,0,
ИЕ 5,Струга,1882,788,266,258,92,102,36,1,11,7,8,1,0,0,
ИЕ 5,Струга,1883,533,183,183,39,99,34,1,0,1,7,0,2,0,
ИЕ 5,Струга,1883/1,509,135,130,6,69,40,4,0,3,7,0,1,0,
ИЕ 5,Струга,1884,602,235,232,58,109,48,2,5,4,6,0,0,0,
ИЕ 5,Струга,1884/1,604,234,230,31,134,42,12,1,1,6,3,0,0,
ИЕ 5,Струга,1885,18,8,8,4,4,0,0,0,0,0,0,0,0,
ИЕ 5,Струга,1886,23,5,5,4,1,0,0,0,0,0,0,0,0,
ИЕ 5,Струга,1887,337,242,235,93,132,0,0,7,0,1,1,0,1,
ИЕ 5,Струга,1888,204,126,125,81,37,0,0,5,2,0,0,0,0,
ИЕ 5,Струга,1889,51,33,32,19,13,0,0,0,0,0,0,0,0,
ИЕ 5,Струга,1890,555,300,295,141,146,0,0,4,1,0,1,2,0,
ИЕ 5,Струга,1891,194,125,121,59,59,0,0,3,0,0,0,0,0,
ИЕ 5,Струга,1892,22,11,10,9,1,0,0,0,0,0,0,0,0,
ИЕ 5,Струга,1893,44,30,30,9,21,0,0,0,0,0,0,0,0,
ИЕ 5,Струга,1894,160,79,79,0,4,35,7,0,7,25,0,1,0,
ИЕ 5,Струга,1895,480,204,202,0,9,35,20,0,100,38,0,0,0,
ИЕ 5,Струга,1895/1,704,297,296,0,4,75,28,0,98,90,1,0,0,
ИЕ 5,Струга,1896,680,325,312,0,4,67,16,0,138,87,0,0,0,
ИЕ 5,Струга,1896/1,602,306,301,1,2,44,17,0,130,107,0,0,0,
ИЕ 5,Струга,1897,726,326,324,2,10,75,43,0,131,63,0,0,0,
ИЕ 5,Струга,1898,799,416,408,4,26,114,55,0,134,73,0,0,2,
ИЕ 5,Струга,1899,622,329,317,0,9,154,46,0,16,91,1,0,0,
ИЕ 5,Струга,1899/1,634,337,329,0,5,170,25,0,31,97,1,0,0,
ИЕ 5,Струга,1900,616,264,258,0,2,85,56,0,13,102,0,0,0,
ИЕ 5,Струга,1901,240,119,118,1,9,40,34,0,12,22,0,0,0,
ИЕ 5,Струга,1902,140,81,81,0,4,18,20,0,20,19,0,0,0,
ИЕ 5,Струга,1903,346,110,108,0,12,36,9,0,20,31,0,0,0,
ИЕ 5,Струга,1904,847,315,310,73,167,9,17,1,9,34,0,0,0,
ИЕ 5,Струга,1905,828,493,485,25,139,29,141,1,2,148,0,0,0,
ИЕ 5,Струга,1905/1,549,315,305,24,90,46,62,0,3,80,0,0,0,
ИЕ 5,Струга,1906,579,312,310,38,104,21,41,0,1,105,0,0,0,
ИЕ 5,Струга,1906/1,584,317,307,32,100,20,45,0,0,110,0,0,0,
ИЕ 5,Струга,1907,845,489,476,21,104,25,122,1,0,203,0,0,0,
ИЕ 5,Струга,1907/1,362,232,222,14,76,9,36,0,5,82,0,0,0,
ИЕ 5,Струга,1908,898,526,516,26,145,39,110,0,1,195,0,0,0,
ИЕ 5,Струга,1909,560,373,372,19,102,18,113,0,16,104,0,0,0,
ИЕ 5,Струга,1909/1,617,303,293,28,111,17,47,0,7,83,0,0,0,
ИЕ 5,Струга,1910,591,336,331,20,173,43,29,0,8,57,0,0,1,
ИЕ 5,Струга,1910/1,541,297,285,57,113,62,29,1,1,18,3,1,0,
ИЕ 5,Струга,1911,910,471,461,59,228,69,36,6,19,44,0,0,0,
ИЕ 5,Струга,1912,158,120,120,67,22,0,0,16,0,0,0,15,0,
ИЕ 5,Струга,1913,993,378,368,0,29,191,22,0,59,67,0,0,0,
ИЕ 5,Струга,1914,866,317,305,0,5,212,25,0,27,36,0,0,0,
ИЕ 5,Струга,1915,976,386,373,5,30,217,19,0,47,55,0,0,0,
ИЕ 5,Струга,1916,444,190,185,0,17,97,15,0,10,46,0,0,0,
ИЕ 5,Струга,1916/1,619,224,216,0,10,110,30,0,29,37,0,0,0,
ИЕ 5,Струга,1917,851,369,361,0,38,190,31,0,24,77,0,1,0,
ИЕ 5,Струга,1917/1,451,196,190,0,20,119,17,0,23,11,0,0,0,
ИЕ 5,Струга,1918,510,210,207,0,5,75,54,0,9,63,1,0,0,
ИЕ 5,Струга,1918/1,508,190,189,0,5,38,43,0,10,93,0,0,0,
ИЕ 5,Струга,1919,438,166,166,0,7,61,24,0,23,51,0,0,0,
ИЕ 5,Струга,1920,560,220,216,0,9,68,14,0,69,56,0,0,0,
ИЕ 5,Струга,2976,412,160,160,1,6,60,40,0,11,42,0,0,0,
ИЕ 5,Струга,ЗРД-76-5,52,43,42,1,11,5,1,0,4,19,0,0,1,
ИЕ 5,Центар Жупа,0557,213,46,46,22,18,1,0,0,0,5,0,0,0,
ИЕ 5,Центар Жупа,0558,605,287,287,150,133,0,0,1,2,1,0,0,0,
ИЕ 5,Центар Жупа,0559,281,80,80,50,24,0,2,0,4,0,0,0,0,
ИЕ 5,Центар Жупа,0560,464,95,86,5,26,21,7,0,1,26,0,0,0,
ИЕ 5,Центар Жупа,0561,299,96,96,32,46,1,3,0,0,14,0,0,0,
ИЕ 5,Центар Жупа,0562,615,156,147,81,53,0,2,1,1,8,1,0,0,
ИЕ 5,Центар Жупа,0562/1,596,115,113,61,47,3,0,0,0,2,0,0,0,
ИЕ 5,Центар Жупа,0563,879,187,181,73,90,1,3,2,2,9,1,0,0,
ИЕ 5,Центар Жупа,0564,294,73,71,27,30,0,0,0,4,8,2,0,0,
ИЕ 5,Центар Жупа,0565,454,116,113,60,45,3,0,0,0,5,0,0,0,
ИЕ 5,Центар Жупа,0566,96,50,50,31,10,0,0,1,0,8,0,0,0,
ИЕ 5,Центар Жупа,0567,147,55,53,24,21,0,1,0,0,6,1,0,0,
ИЕ 5,Центар Жупа,0568,197,63,58,32,25,0,0,0,1,0,0,0,0,
ИЕ 5,Центар Жупа,0569,915,275,266,138,105,4,3,0,4,9,2,1,0,
ИЕ 5,Центар Жупа,0570,193,111,109,7,74,0,0,0,2,26,0,0,0,
ИЕ 5,Центар Жупа,0571,104,56,55,12,23,0,0,0,0,20,0,0,0,
ИЕ 5,Центар Жупа,ЗРД-82-5,4,0,0,0,0,0,0,0,0,0,0,0,0,
ИЕ 6,Боговиње,2050,621,333,327,0,10,23,74,0,96,124,0,,,0
ИЕ 6,Боговиње,2050/1,629,306,300,0,6,23,84,0,134,53,0,,,0
ИЕ 6,Боговиње,2051,582,240,229,0,21,44,58,0,24,81,0,,,1
ИЕ 6,Боговиње,2052,1019,501,497,0,51,81,149,0,34,182,0,,,0
ИЕ 6,Боговиње,2053,668,352,347,0,22,16,177,0,24,108,0,,,0
ИЕ 6,Боговиње,2054,860,402,398,0,21,18,200,0,31,127,1,,,0
ИЕ 6,Боговиње,2055,899,448,445,0,39,21,236,0,31,114,1,,,3
ИЕ 6,Боговиње,2056,883,403,398,0,11,8,207,0,23,148,1,,,0
ИЕ 6,Боговиње,2057,944,498,487,5,21,23,230,0,16,190,0,,,2
ИЕ 6,Боговиње,2058,645,297,295,37,209,0,2,0,9,16,1,,,21
ИЕ 6,Боговиње,2059,343,164,163,59,84,4,5,0,3,8,0,,,0
